design_id,split,cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,cd
E_S_WWC_WM_419,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.545,-0.233712,6.81819,5.84961,0.16,-1.39,1.82426,-1.52546,-10.471,-0.80509,-12.2506,-0.2,-24.2687,-0.2,-17.5656,22.7164,-16.9724,-8.00881,-7.36983,-13.5993,-50.7183,44.2919,105.553,0.2645549098538206
F_S_WWC_WM_154,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.877437,9.2751,11.873,7.09802,0.98,-0.43,18.797,9.33911,38.1974,99.1247,-2.34691,-0.2,-18.326,0.8,40.7686,23.4294,-23.1821,-4.04101,-41.476,2.79051,67.3743,83.8549,101.381,0.2628272937043189
N_S_WWS_WM_274,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.84474,13.0337,-3.28122,-19.2828,1.4,-1.09,16.1712,-3.3997,4.32712,-29.749,-3.09142,0.7,32.4805,0.0,19.7746,21.862,16.4299,-2.68353,101.374,26.3907,-32.228,-7.85264,30.7055,0.2400116793521594
F_S_WWS_WM_406,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1613,13.8057,11.8155,1.10384,0.12,-1.47,10.6014,9.81659,-25.2674,76.6626,0.944067,-0.1,-22.2043,-0.2,51.4735,-18.1615,-18.8998,5.4409,84.115,10.0595,86.7482,-31.2261,-62.7159,0.2586493011694352
F_S_WWS_WM_047,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.7475,-2.27331,6.85358,1.20524,-1.07,-0.91,11.66,8.09691,-7.7568,-92.998,-5.76663,0.0,7.63005,0.1,-6.36764,24.0717,18.0311,0.43422,5.93888,15.3816,122.096,-27.6029,-194.365,0.2190480178039867
F_S_WWS_WM_183,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.772398,8.41772,-4.63488,14.9643,1.25,1.01,18.363,5.87275,42.5343,6.30452,-6.70934,0.6,-24.5565,0.8,35.1424,16.5948,26.0829,6.11666,91.4767,35.7724,-17.4143,-24.3362,112.524,0.2437075408604651
F_S_WWS_WM_512,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.9715,8.67421,-1.75644,19.6864,-0.96,-1.1,-6.95945,0.408796,-25.6027,45.7585,0.807063,0.2,31.9684,0.6,11.5188,0.0454157,-14.7032,36.3853,-19.1517,25.4514,-32.8444,59.5482,-183.169,0.2572675429867109
F_S_WWS_WM_092,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.19069,-4.13208,8.91708,8.71621,-1.42,1.52,-3.65586,0.62972,-13.729,-19.3397,-8.76062,0.5,-7.03606,0.5,47.1069,20.5667,-20.0274,54.7295,-49.6694,-38.582,-32.0389,-54.8688,12.3691,0.2484564336777408
F_S_WWS_WM_676,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.77687,-0.899217,5.82266,3.82373,-1.35,1.97,-9.27498,8.69263,25.3634,91.3046,-0.27493,-0.2,-21.9421,-0.1,25.9672,21.7619,11.5319,11.4068,24.7887,42.8154,48.0168,84.1677,75.671,0.2374074799269102
N_S_WW_WM_270,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.93534,-4.75871,0.570191,16.9296,-1.41,-0.63,-7.82982,9.06089,5.40305,20.7969,-2.34028,0.5,-22.8709,-0.1,10.1477,-16.546,-17.5703,-3.17335,23.4292,34.6269,122.753,-54.0557,-5.8394,0.2257909428405315
E_S_WW_WM_265,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0169,9.37736,10.0382,12.6549,2.5,-1.44,3.0695,7.06984,-31.1671,21.2901,0.369002,0.5,-2.95311,0.5,39.4054,-12.3992,-13.0547,35.2396,25.8801,47.6882,23.344,-56.8255,20.3829,0.274831576013289
N_S_WW_WM_551,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.16844,8.37191,-1.48758,-17.6349,0.76,0.05,2.69672,6.26651,31.189,134.648,4.61054,0.3,12.6155,0.2,52.9037,-12.9642,-29.1429,42.5928,83.587,48.4429,137.331,12.6017,0.854219,0.2521790522225913
E_S_WWC_WM_379,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6831,-2.71435,2.88421,11.2959,1.52,0.56,3.01814,2.23673,-49.4084,95.5069,-3.21889,-0.4,-1.31421,0.7,-12.0307,27.7251,11.2466,0.841294,41.6967,-23.6833,-48.5761,44.5215,-69.7664,0.2673302945847176
E_S_WWC_WM_105,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.72684,-1.47881,18.8735,-2.17317,2.46,-0.81,6.61746,3.61512,-39.061,113.641,4.14493,0.5,-0.782969,-0.2,-4.01857,-1.80526,5.20351,45.3637,-12.1255,-14.8761,-26.425,-25.9364,-11.1424,0.2825469525083056
N_S_WWC_WM_212,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.806445,13.8181,-1.3865,-14.2673,1.52,2.49,12.4245,0.737345,35.9163,-16.3425,4.22312,0.1,-13.7675,0.9,7.62867,6.68814,-18.1975,38.1875,40.4591,21.4672,4.577,-36.5304,23.0567,0.2701461594916943
F_S_WWC_WM_432,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5353,9.22232,4.51134,-7.01823,0.28,1.58,8.88303,-1.60328,19.2962,-60.3356,-11.8077,0.7,-10.2917,-0.3,-23.5549,9.3268,25.8356,11.0479,113.215,32.801,-23.4102,75.974,-69.7664,0.2597535150332226
E_S_WW_WM_305,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88578,5.73816,3.7594,11.6635,-1.61,2.05,-6.83014,1.71567,-37.2904,-61.6196,-8.26742,-0.3,-7.5774,0.3,-7.64911,24.2013,21.8699,30.3321,-23.9172,-45.7609,41.5985,51.196,88.6815,0.2830354610332226
N_S_WWS_WM_138,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.00487,-5.01963,18.2613,9.51063,-1.05,0.52,16.6414,9.69717,11.6854,137.958,2.07094,-0.3,36.5369,0.0,28.2374,1.31296,2.92333,6.34482,17.3711,18.7431,130.437,7.31932,-12.4749,0.209139741
N_S_WWS_WM_195,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.29033,-3.9189,8.57515,-1.38529,0.68,-0.65,-3.55507,4.42964,-14.4631,68.7752,-2.42858,0.8,3.7521,-0.1,37.0012,-18.6203,23.8732,54.4811,-19.1517,-9.99127,45.0383,87.4418,-136.079,0.2528281674717608
N_S_WW_WM_659,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.23519,-2.75033,10.17,-6.86644,-1.21,-1.66,6.12711,-0.280635,23.3473,-63.6515,-1.7173,-0.2,-12.8319,0.9,5.45043,27.6731,-12.9698,14.8459,-58.9085,-16.6665,84.9804,35.0962,-87.1701,0.2324283402026578
F_S_WWC_WM_690,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.0247,-5.96851,17.9524,6.4,1.69,-0.46,15.4196,5.13453,-40.7466,32.2258,-4.08795,0.7,4.30522,0.9,43.265,12.1007,12.358,0.196185,56.9466,48.2634,-49.0516,74.2109,-59.6409,0.2388904836976744
N_S_WWC_WM_322,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.38386,14.7945,-5.51231,-19.3203,1.1,1.41,17.4485,1.14789,-5.2707,-75.8094,-2.37348,0.3,-13.5945,0.5,-2.22129,-5.27623,17.6737,2.71491,1.92591,-49.3805,42.7231,-43.8154,-152.187,0.258035456
F_S_WWS_WM_263,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.65609,-1.55787,-4.93681,1.59994,0.51,1.29,5.24494,-0.900963,33.6654,-90.3368,2.59227,0.4,-16.6277,1.0,32.4802,4.73153,5.92247,13.7899,121.804,33.1532,129.119,11.767,-84.5713,0.2217805681328903
E_S_WW_WM_328,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.64991,10.8228,17.6653,0.627791,0.43,0.86,17.6039,6.51122,29.2445,87.3078,-0.222949,0.3,-6.7844,0.0,33.0101,-13.448,24.0058,23.5688,-57.4584,29.8563,68.4703,-53.6718,-138.686,0.2876411713521594
N_S_WW_WM_083,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.847271,12.4724,4.15309,12.9717,-0.62,0.48,13.1116,-2.68854,-47.2688,-10.7007,-1.78618,0.0,12.8097,0.8,-9.6818,-18.461,19.6548,24.2571,-44.7912,40.6658,84.4414,17.4182,92.1014,0.2490254681760797
F_S_WWS_WM_275,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.05372,0.738763,-1.09279,1.43838,1.6,2.09,1.56286,-1.5399,-36.7985,-64.8447,-7.01683,0.8,-36.989,-0.3,52.7167,-11.0378,-7.73174,5.80449,100.795,0.604939,37.215,-9.11047,-190.702,0.228171328448505
F_S_WWC_WM_498,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.33683,5.1253,12.74,-4.26684,-0.92,2.19,8.19858,9.21937,4.049,62.5738,-4.7943,0.8,22.4025,0.5,52.6086,23.849,7.24491,-4.19263,-39.1275,-1.40313,-52.2842,20.9754,-129.029,0.2406328490299003
N_S_WW_WM_640,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.7905,5.56472,-7.38987,3.07793,0.97,0.8,4.23273,6.84916,8.77497,-14.8695,-11.1651,-0.3,-6.21584,0.8,51.2385,-0.957591,3.11821,-19.2389,60.117,-41.8475,143.825,58.5213,-79.8697,0.2427847131661129
F_S_WWC_WM_662,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.72328,0.978148,3.66799,4.6315,2.15,1.82,-2.56101,-3.06516,46.4132,55.406,-5.8395,0.3,12.6945,0.9,20.744,24.5449,24.6285,44.1818,112.13,-19.0137,97.8469,72.913,-64.1774,0.2527767664385382
F_S_WWC_WM_094,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0801,9.59945,12.5088,19.2681,1.75,0.69,4.72632,-3.42787,-35.7098,-15.3577,-1.0577,0.3,26.1749,-0.2,-2.48605,3.30694,25.5184,47.9609,40.7519,-32.8962,105.055,34.157,-21.1387,0.2547632115116279
N_S_WWS_WM_232,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.95889,0.344745,16.284,-16.9344,0.52,1.4,13.165,7.27373,-5.56808,29.5847,4.02518,0.2,-28.8589,0.7,55.0132,26.4923,10.5551,-13.8606,31.1844,33.8967,1.60328,82.0547,108.933,0.2116803119468438
E_S_WW_WM_458,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37789,7.56294,-5.81386,-19.2081,-1.3,-0.03,15.837,8.59228,-36.4542,110.628,-4.57981,-0.1,16.3011,-0.3,56.5419,3.10447,-11.6556,-19.3252,52.0434,-13.5993,24.0031,-13.7097,-92.8308,0.2910404622126246
E_S_WWC_WM_244,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.24712,-5.38067,3.55271,-3.57234,1.88,0.16,-3.97907,6.53094,-24.4879,35.1791,-6.78225,-0.4,-12.4698,-0.1,52.2886,10.2812,-14.182,36.8033,-53.9249,41.8835,-38.1779,-19.194,-74.2472,0.2747656537508306
E_S_WW_WM_663,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4602,2.73056,-0.236769,-19.842,-0.57,-0.75,6.56771,-4.4375,3.07468,-45.0964,-4.87226,0.0,-10.5897,-0.2,26.6068,22.6033,22.5804,31.0868,20.4083,-0.988351,-15.0242,47.7861,144.523,0.2716957291129568
N_S_WWC_WM_472,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.57616,13.9566,19.9334,-9.73043,0.04,-1.32,-0.98594,3.79981,-36.9208,27.3129,-12.1215,-0.1,38.6347,0.6,-4.6538,29.43,-6.66621,15.9959,108.124,5.31486,7.13734,42.9522,-72.2595,0.2558745672757475
N_S_WWS_WM_021,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.62291,5.51033,-0.685933,-0.0358234,-0.26,-0.1,8.93641,5.58716,29.6766,-11.3987,-0.010091,-0.3,-1.46415,0.3,-23.0138,-1.37854,-1.08802,14.7459,-9.08559,20.8284,46.111,-57.1347,142.137,0.2544757946013289
F_S_WWC_WM_654,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0451,-5.40904,12.8085,6.58543,-1.09,0.3,13.7501,-3.92397,36.0333,11.0512,-11.2049,0.7,11.8591,0.0,50.2388,16.8318,2.50592,-3.0717,-33.8118,12.6996,39.1891,-27.8196,124.137,0.2243000674451827
E_S_WW_WM_312,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1126,5.0649,5.9484,17.7853,-0.51,-1.59,11.8859,5.2019,-41.4857,-30.5641,3.7247,0.7,2.37516,-0.2,42.6311,-17.3981,6.37938,-17.2237,-19.8305,9.18631,-22.4838,9.23363,93.265,0.2575102839136213
F_S_WWS_WM_392,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.14936,-5.38067,8.69459,-15.652,-1.12,0.32,12.9629,8.62648,-24.7714,94.4304,-10.2686,0.5,-5.03499,0.7,23.3975,-12.7008,16.4618,-16.4713,-38.3875,-21.4186,119.823,-55.7661,-8.04637,0.2245567079767442
N_S_WWC_WM_250,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.84775,-1.57808,18.6277,0.275609,1.49,-1.15,-3.02137,4.85197,-9.32336,90.519,-9.65324,0.8,-36.3157,-0.1,-16.3235,19.5412,-10.8781,-24.0637,-17.0164,48.738,35.0139,23.8289,-112.455,0.2305935256976743
E_S_WWC_WM_400,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0752,9.45609,0.253089,11.8465,-1.36,2.43,-0.417599,1.17269,-8.60109,-1.40711,-0.115303,-0.1,17.8582,0.0,53.2284,5.94821,8.92921,29.4526,17.3291,25.4514,124.918,79.922,137.382,0.270141829730897
E_S_WW_WM_221,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.82922,0.303838,-2.15114,4.44085,-0.38,-0.97,17.9796,8.35114,-2.17241,82.0919,-1.75331,0.6,20.1032,0.8,-8.57257,-18.7506,1.06723,22.8113,-28.7469,-39.3786,73.1607,88.7513,-27.9658,0.2795948741960133
N_S_WW_WM_104,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,-4.89283,-2.09734,-4.98482,-0.6,2.28,0.64675,0.360836,37.4293,-28.8691,-11.4976,0.7,2.11806,0.7,-10.3374,23.849,-17.1686,45.3637,89.3351,6.90959,149.714,46.3363,-36.7533,0.2284127823355481
E_S_WW_WM_396,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.48116,-1.01507,-0.439375,15.2265,-0.74,0.36,5.51759,9.16987,11.7326,122.147,-11.6486,0.6,-19.5915,0.7,3.96411,-9.64584,20.8958,49.6942,65.8209,-42.503,116.999,-21.6042,69.1962,0.2965040245382059
F_S_WWC_WM_111,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.8562,-7.32506,12.8723,10.3035,2.45,0.62,3.9566,9.5718,10.6522,-82.5548,-5.60811,0.5,16.6025,0.5,11.1647,-16.6972,2.63839,4.55287,47.3921,8.2157,43.7585,83.4744,-34.005,0.2349537256877076
N_S_WW_WM_431,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.7223,1.8634,-2.43144,-13.0736,0.56,1.06,-3.89937,-3.98273,-36.0713,79.4957,1.95288,0.1,39.2475,-0.2,5.35008,22.3271,15.8816,49.1617,57.7261,-0.497491,15.6596,-17.2048,-153.697,0.234473030026578
E_S_WW_WM_057,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.98851,4.07936,19.7971,18.6016,0.9,-1.23,1.48677,1.84382,43.7524,4.22485,-8.37552,0.0,-13.5,0.4,38.3261,-15.4442,-21.8855,4.0334,-4.87615,8.66135,90.8275,-14.2313,59.9834,0.2748058179169435
N_S_WWS_WM_439,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.79868,1.41274,1.62385,6.55569,0.42,-0.04,-7.18599,7.50636,5.10994,-90.6736,-4.63234,-0.1,34.3944,0.0,-19.8234,-18.3907,-26.5341,-16.3738,48.0667,-16.9327,48.3969,53.811,-46.0773,0.226398378461794
N_S_WWC_WM_388,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.93163,-5.87381,3.29697,-17.3444,1.53,0.97,3.25755,-1.24872,1.3804,-69.9979,-12.1129,0.4,-17.2391,0.5,-7.14909,-3.86524,13.856,-7.03706,-25.4774,46.9032,77.4226,40.8695,112.462,0.2380594683754153
F_S_WWC_WM_665,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.00355,6.51376,3.71245,11.7828,2.04,2.2,11.145,-0.450606,-19.0952,-85.8349,-6.94604,0.3,-19.5622,0.1,30.3474,6.48348,23.701,7.18941,31.9697,5.05007,-47.8863,89.1595,149.291,0.2556816829036545
E_S_WW_WM_579,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7955,4.69168,17.593,10.7523,-1.47,-0.36,-1.23038,1.01573,-8.60109,2.55163,2.18541,0.2,-10.8355,0.2,-12.2334,17.538,28.573,51.9544,-23.2928,8.08094,51.0343,-54.8254,-83.2595,0.2744690599667774
E_S_WWC_WM_602,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.225,9.63668,-3.97651,7.46483,0.83,0.7,-5.18334,9.42012,6.15086,20.4572,3.53338,0.4,21.7181,0.0,16.5981,-13.2455,21.1606,41.6862,73.843,-21.4186,-27.3362,5.48121,-49.9506,0.2742807146478405
F_S_WWC_WM_424,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.34732,11.4684,1.14319,-15.246,1.98,2.1,-2.25807,7.72743,-2.1378,-62.4354,1.10453,0.4,-35.6553,0.5,22.4554,22.3271,-8.18059,44.6946,4.55185,47.2429,137.073,64.8065,-1.72516,0.2744965792059801
E_S_WW_WM_198,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2434,8.8819,-0.564139,-18.257,1.6,0.44,1.97327,9.2711,20.0433,62.1455,-3.75347,0.3,-12.7423,0.3,21.4776,-0.671307,-28.667,-18.7872,-55.1424,2.91642,59.2459,23.4909,-86.5653,0.2922598085847176
F_S_WWS_WM_311,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1241,-1.44458,14.8941,-9.31082,-0.16,1.79,4.81673,-4.32706,37.4084,18.3303,-14.9535,0.1,-32.4086,0.5,3.82697,13.5394,-6.39725,-2.49608,-55.7087,-7.888,-59.8167,1.65151,-156.493,0.2602486873953488
N_S_WW_WM_499,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.83696,-0.205503,3.57313,-10.2072,1.29,2.36,-0.815763,-1.99733,-0.851894,8.64786,-11.0279,0.7,-20.2554,0.4,43.9631,16.3541,-26.4205,-24.5699,64.3523,16.0193,-31.7377,59.0999,-110.571,0.2402543978272424
E_S_WWC_WM_272,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1196,-5.17209,1.22504,-15.675,0.8,-0.61,-3.33563,7.23357,-27.4549,57.3013,3.65584,0.8,7.16152,0.7,15.8686,5.49508,-18.4509,17.5576,127.926,5.92867,11.8839,-12.4171,6.59501,0.2477887901694352
N_S_WWC_WM_115,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.52446,14.6331,-0.344584,-10.3081,-0.79,0.53,16.573,6.16749,18.1891,138.513,0.642532,0.4,31.1083,0.8,56.746,18.0305,15.0287,8.95728,33.4603,-12.314,46.6894,57.1647,72.0461,0.2517371054219269
E_S_WW_WM_084,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1194,-5.72543,8.67513,5.90266,-0.76,0.73,5.39813,-0.0200747,-12.4536,40.1784,-9.46416,-0.2,22.0729,0.4,56.1875,20.5667,-1.59406,44.2848,59.9544,45.2873,107.081,-44.8365,-153.417,0.2580901892990033
N_S_WWS_WM_264,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.527561,-4.99318,13.7386,-19.7136,-0.06,2.14,-3.79186,7.32167,42.9476,39.1053,-2.24455,0.3,2.78356,0.5,17.0342,-4.41586,-23.3503,36.1192,-12.2591,-40.2137,-49.4296,77.0716,-144.421,0.2518805257973422
N_S_WWC_WM_246,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.82922,2.20918,-6.27928,-13.4538,0.57,2.42,6.50637,2.45244,-11.5706,-6.62423,-9.37488,-0.2,9.07614,0.7,58.425,28.6083,-7.08726,8.65484,-51.8824,-11.7011,54.1034,77.5939,-166.923,0.2449420334584717
E_S_WWC_WM_557,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5215,10.4698,3.27384,17.8712,0.18,-1.72,14.9553,8.18437,41.4572,-8.85926,-11.5907,-0.1,-4.2874,-0.3,19.9708,14.3738,-4.68135,-19.2389,-33.8118,3.2606,138.831,-23.3727,-77.0602,0.2749897282425249
E_S_WWC_WM_124,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0239,-5.5895,2.41098,-18.6714,0.66,-0.52,15.9164,7.87478,-44.2696,33.4018,-8.84782,0.3,-12.3677,-0.4,21.3257,-7.23184,-7.08726,41.1848,12.767,-18.9949,-56.876,14.2271,48.8339,0.2694373330033223
F_S_WWC_WM_319,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.81305,-6.73659,0.517518,-3.31192,0.7,2.46,6.73566,0.550374,12.9162,-20.6931,-0.33828,-0.2,36.5894,-0.1,-10.0766,28.3408,12.2312,22.4806,-51.1018,13.642,17.3783,-45.6562,-68.1126,0.233300805282392
F_S_WWC_WM_026,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.31272,13.3011,5.68266,15.9415,0.85,1.51,12.7882,-2.07286,-28.7895,149.3,3.28345,0.1,-15.9103,0.8,6.3967,-8.4709,-12.189,-15.6113,66.0353,14.989,-34.0072,68.7317,19.6924,0.2207932641760797
F_S_WWS_WM_211,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.33729,-3.39514,7.43494,3.01114,1.07,-1.7,-1.28752,8.43238,-2.64319,-6.90594,-12.272,0.7,10.0515,0.1,-1.2304,-7.5417,26.3288,30.8599,73.2367,-44.6663,-21.7546,28.6578,-166.138,0.2366065265614617
E_S_WW_WM_136,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22757,12.0024,-2.60367,-12.7879,-0.35,1.9,7.9656,-2.88544,-31.0989,41.1993,-2.93615,-0.3,24.5297,-0.1,-5.93147,-14.3889,27.2864,8.38197,68.2423,14.989,32.3977,86.6918,19.3706,0.2771731274053156
E_S_WWC_WM_101,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48387,-2.04782,13.1367,7.19619,-1.62,-0.4,19.7925,-0.157038,38.9943,89.8049,-0.195517,-0.1,-3.42247,0.0,-23.9011,25.8368,8.31832,40.8262,-15.9314,-30.9543,-13.8043,73.5296,-40.904,0.2734470870166113
N_S_WWS_WM_443,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.24712,14.8464,-6.27928,13.1608,-0.43,0.62,13.0341,7.12278,24.0747,-38.142,-11.6971,0.3,26.4734,-0.1,-3.82904,-12.906,-16.8929,-13.1739,93.7792,-10.8921,127.814,-58.4115,56.2542,0.2634294387973422
N_S_WW_WM_117,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.65458,0.1484,4.36947,8.1917,-1.04,1.48,-0.464017,-2.31166,-48.9644,43.4032,-7.912,0.6,8.48685,0.7,54.6697,-14.8994,-20.6482,2.19385,8.23756,30.0008,148.67,50.5422,20.9443,0.2257995671627907
N_S_WWC_WM_312,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.1126,5.0649,5.9484,17.7853,-0.51,-1.08,11.8859,5.2019,-41.4857,-40.6129,3.7247,0.7,3.80026,-0.2,42.6311,-17.3981,6.37938,-17.2237,-25.0496,9.18631,-22.4838,9.23363,93.265,0.2192686833421926
N_S_WWS_WM_411,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.63189,-3.48744,6.37581,14.3066,0.5,-0.86,8.3388,-0.296016,-32.4565,78.1785,-14.1623,-0.4,6.57527,0.3,-2.84197,5.49508,27.5968,-9.09088,-17.2526,45.8004,147.656,-8.79242,61.0775,0.2346522623455149
E_S_WW_WM_516,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.09069,-6.16834,-3.62932,-17.8036,2.23,1.17,5.58457,6.08956,-20.8944,-44.0702,2.32905,0.0,-12.9026,0.2,13.2322,14.9816,14.731,12.3267,-54.8985,-37.4747,129.561,44.5948,-133.558,0.2512595007342192
N_S_WWC_WM_252,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.22772,1.92059,-6.60915,-3.77392,1.35,2.34,2.2018,6.21938,29.6766,-89.8343,1.41757,-0.4,22.8675,0.4,5.94671,-13.3236,24.127,-13.582,-7.7495,30.3175,91.3247,51.4262,-43.0811,0.2165488339202657
N_S_WWC_WM_186,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.64637,5.57163,-7.59475,18.9555,0.82,-0.08,1.63999,8.9153,28.9221,59.6389,2.85187,-0.1,4.38743,0.8,14.9939,15.2922,20.5174,53.8305,105.533,41.238,15.1338,60.1368,-22.6824,0.2631757435382059
N_S_WWS_WM_061,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.52446,3.57233,-3.83545,-12.4759,0.66,2.29,-1.72091,4.78959,-6.28835,-50.1428,-8.07586,0.7,-27.7653,0.9,-17.8994,3.72529,20.6478,39.4137,99.5412,-14.486,42.0532,-15.7797,-142.749,0.2435645721528239
F_S_WWC_WM_193,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.80929,-4.459,17.8141,13.8782,1.32,-1.28,16.3192,0.677856,-19.1625,74.4945,4.2836,0.2,-12.5407,1.0,29.3806,-3.24623,5.76755,47.8844,41.0417,44.0062,131.751,38.6734,-118.633,0.2350256403322259
N_S_WWS_WM_156,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.9263,12.0603,16.6656,17.3574,0.64,-0.1,-9.64564,-3.43828,-35.8156,97.6255,-9.43109,0.4,6.75565,0.5,9.89929,4.3813,29.4178,38.3834,117.914,8.31351,-11.5449,65.6668,-91.073,0.260216852551495
N_S_WW_WM_488,train,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.21213,2.04421,8.3926,-19.7845,0.47,1.07,16.8488,-2.74531,20.7993,-70.3878,1.18043,0.0,-30.181,0.2,-5.61959,-1.80526,-11.898,0.783284,16.7348,-41.5564,-59.3546,67.1766,127.773,0.2344877373056478
E_S_WW_WM_199,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7496,-4.94871,0.625722,5.23763,0.17,-0.34,11.5265,2.55804,20.2961,-20.174,-1.18453,0.1,14.1831,-0.2,6.12495,13.1191,0.32124,-23.6021,-34.019,-43.8282,-58.6187,44.2919,80.0057,0.2309485997076412
